Arpt_ICAO	Procedure Type	Procedure Ident
KLLR	SID	LTLRV1
KLLU	SIAP	R03
KLLU	SIAP	R17
KLLU	SIAP	R35
KLMO	SIAP	R29
KLMO	SIAP	RNV-B
KLMO	SIAP	VDM-A
KLMS	SIAP	R17
KLMS	SIAP	R35
KLMT	SIAP	D14
KLMT	SIAP	D32
KLMT	SIAP	I32
KLMT	SIAP	L32
KLMT	SIAP	R14
KLMT	SIAP	R32
KLMT	SID	LMT6
KLNA	SIAP	R34
KLNA	SIAP	RNV-A
KLNA	SIAP	RNV-B
KLNA	STAR	TUXXI3
KLNA	STAR	WLACE4
KLNC	SIAP	R31
KLNC	SID	DALL4
KLNC	SID	GARL6
KLNC	SID	HUBB9
KLNC	SID	JPOOL9
KLNC	SID	KING4
KLNC	SID	KUSSO5
KLNC	SID	SWABR5
KLNC	SID	TEX5
KLNC	SID	WORTH1
KLNC	STAR	DODJE5
KLNC	STAR	FINGR5
KLNC	STAR	GREGS8
KLNC	STAR	JFRYE3
KLNC	STAR	KNEAD7
KLNC	STAR	REEKO3
KLNC	STAR	SLANT3
KLNC	STAR	SWVAY4
KLNK	SIAP	I18
KLNK	SIAP	I36
KLNK	SIAP	L18
KLNK	SIAP	L36
KLNK	SIAP	R14
KLNK	SIAP	R17
KLNK	SIAP	R18
KLNK	SIAP	R32
KLNK	SIAP	R35
KLNK	SIAP	R36
KLNK	SIAP	S17
KLNK	SIAP	S18
KLNL	SIAP	R14
KLNL	SIAP	R32
KLNN	SIAP	R05
KLNN	SIAP	R10
KLNN	SIAP	R23
KLNN	SIAP	R28
KLNN	SID	AHMET2
KLNN	SID	CAVVS2
KLNN	SID	GTLKE2
KLNN	SID	MYCAR2
KLNN	SID	ZAAPA2
KLNN	STAR	BRWNZ1
KLNN	STAR	ROKNN1
KLNN	STAR	ROLLN1
KLNN	STAR	TRYBE2
KLNP	SIAP	L24
KLNP	SIAP	R06
KLNP	SIAP	R24
KLNR	SIAP	R09
KLNR	SIAP	R27
KLNR	SIAP	VOR-A
KLNS	SIAP	D08
KLNS	SIAP	D26
KLNS	SIAP	I08
KLNS	SIAP	L08
KLNS	SIAP	R08
KLNS	SIAP	R13
KLNS	SIAP	R26
KLNS	SIAP	R31
KLOL	SIAP	R02
KLOL	SIAP	R20
KLOL	SIAP	VOR-A
KLOM	SIAP	R06
KLOM	SIAP	R24
KLOT	SIAP	L09
KLOT	SIAP	R02
KLOT	SIAP	R09
KLOT	SIAP	R20
KLOT	SIAP	R27
KLOT	SID	ADELL5
KLOT	SID	BLOKR5
KLOT	SID	CARYN5
KLOT	SID	DARCY5
KLOT	SID	ELANR5
KLOT	SID	OBENE3
KLOU	SIAP	N33
KLOU	SIAP	R24
KLOU	STAR	CHERI3
KLOU	STAR	DARBY6
KLOU	STAR	RDSTN5
KLOZ	SIAP	I06
KLOZ	SIAP	L06
KLOZ	SIAP	R06
KLOZ	SIAP	R24
KLOZ	SIAP	S06
KLPC	SIAP	R25
KLPR	SIAP	I07
KLPR	SIAP	L07
KLPR	SIAP	R07
KLPR	SID	AHMET2
KLPR	SID	CAVVS2
KLPR	SID	GTLKE2
KLPR	SID	MYCAR2
KLPR	SID	ZAAPA2
KLPR	STAR	BRWNZ1
KLPR	STAR	ROKNN1
KLPR	STAR	ROLLN1
KLQK	SIAP	R05
KLQK	SIAP	R23
KLQK	SIAP	VDM-A
KLQK	STAR	UNMAN3
KLQR	SIAP	R17
KLQR	SIAP	R35
KLRD	SIAP	B36L
KLRD	SIAP	R14
KLRD	SIAP	R18L
KLRD	SIAP	R18R
KLRD	SIAP	R32
KLRD	SIAP	R36L
KLRD	SIAP	S14
KLRD	SIAP	S32
KLRG	SIAP	R17
KLRG	SIAP	R35
KLRJ	SIAP	R18
KLRJ	SIAP	R36
KLRO	SIAP	R17
KLRO	SIAP	R35
KLRO	SIAP	VDM-A
KLRU	SIAP	I30
KLRU	SIAP	L30
KLRU	SIAP	R12
KLRU	SIAP	R30
KLRY	SIAP	R17
KLRY	SIAP	R35
KLSE	SIAP	I18
KLSE	SIAP	L18
KLSE	SIAP	R04
KLSE	SIAP	R13
KLSE	SIAP	R18
KLSE	SIAP	R22
KLSE	SIAP	R31
KLSE	SIAP	R36
KLSE	SIAP	S36
KLSN	SIAP	R14
KLSN	SIAP	R32
KLSN	SIAP	S32
KLUA	SIAP	R04
KLUA	SIAP	R22
KLUD	SIAP	D17
KLUD	SIAP	R17
KLUD	SIAP	R35
KLUD	SID	GARL6
KLUD	SID	HUBB9
KLUD	SID	KING4
KLUD	SID	KUSSO5
KLUD	SID	SWABR5
KLUD	STAR	DODJE5
KLUD	STAR	LIKES3
KLUD	STAR	MOTZA8
KLUD	STAR	REEKO3
KLUD	STAR	SASIE5
KLUD	STAR	TRUUK2
KLUD	STAR	WESAT2
KLUF	STAR	LENNI3
KLUG	SIAP	R02
KLUG	SIAP	R20
KLUK	SIAP	B03R
KLUK	SIAP	I21L
KLUK	SIAP	L21L
KLUK	SIAP	R03R
KLUK	SIAP	R21L
KLUK	SIAP	R25
KLUK	SID	ROCKT9
KLUK	STAR	BRUSH3
KLUK	STAR	CINCE8
KLUK	STAR	HARDU4
KLUK	STAR	HEDEE4
KLUK	STAR	SHB6
KLUL	SIAP	R13
KLUL	SIAP	R31
KLUL	SIAP	VDM-A
KLUM	SIAP	D27
KLUM	SIAP	R09
KLUM	SIAP	R27
KLUV	SIAP	R16
KLUV	SIAP	R34
KLUX	SIAP	R08
KLUX	SIAP	R26
KLVJ	SIAP	R32
KLVJ	SID	BLTWY5
KLVJ	SID	BORRN3
KLVJ	SID	HOODO5
KLVJ	SID	INDIE6
KLVJ	SID	KARRR4
KLVJ	SID	LURIC6
KLVJ	SID	MMALT4
KLVJ	SID	STRYA6
KLVJ	SID	STYCK6
KLVJ	SID	WATFO4
KLVJ	SID	WYLSN6
KLVJ	STAR	BLUBL3
KLVJ	STAR	CESAN4
KLVJ	STAR	HUDZY3
KLVJ	STAR	OHIIO4
KLVJ	STAR	TCHDN2
KLVJ	STAR	TKNIQ2
KLVJ	STAR	WAPPL4
KLVK	SIAP	I25R
KLVK	SIAP	L25R
KLVK	SIAP	R25R
KLVK	SID	LVK3
KLVL	SIAP	RNV-A
KLVL	SIAP	RNV-B
KLVM	SIAP	R22
KLVM	SIAP	VDM-B
KLVN	SIAP	I30
KLVN	SIAP	L30
KLVN	SIAP	R12
KLVN	SIAP	R30
KLVN	SIAP	S12
KLVN	STAR	AGUDE5
KLVN	STAR	ENCEE2
KLVN	STAR	GEP1
KLVN	STAR	TWOLF3
KLVS	SIAP	R02
KLVS	SIAP	R20
KLVS	SIAP	R32
KLWA	SIAP	R05
KLWA	SIAP	R23
KLWA	SIAP	S23
KLWB	SIAP	I04
KLWB	SIAP	L04
KLWB	SIAP	R04
KLWB	SIAP	R22
KLWC	SIAP	R15
KLWC	SIAP	R33
KLWC	SIAP	VDM-A
KLWD	SIAP	R18
KLWD	SIAP	R36
KLWM	SIAP	I05-Y
KLWM	SIAP	I05-Z
KLWM	SIAP	L05-Y
KLWM	SIAP	L05-Z
KLWM	SIAP	R05
KLWM	SIAP	R23
KLWM	SIAP	S23
KLWM	SID	LWM9
KLWM	STAR	DREEM2
KLWM	STAR	GRAYM6
KLWM	STAR	ZELKA2
KLWS	SIAP	H08-Z
KLWS	SIAP	H12-Z
KLWS	SIAP	H26-Z
KLWS	SIAP	H30
KLWS	SIAP	I26
KLWS	SIAP	R08-Y
KLWS	SIAP	R12-Y
KLWS	SIAP	R26-Y
KLWS	SID	POTOR2
KLWT	SIAP	R08
KLWT	SIAP	R26
KLWT	SIAP	S08
KLWV	SIAP	R09
KLWV	SIAP	R18
KLWV	SIAP	R27
KLWV	SIAP	R36
KLXL	SIAP	R31
KLXN	SIAP	R14
KLXN	SIAP	R32
KLXT	SIAP	R11
KLXT	SIAP	R18
KLXT	SIAP	R29
KLXT	SIAP	R36
KLXT	SIAP	VOR-A
KLXT	SID	CHIEF7
KLXT	SID	LAKES3
KLXT	SID	RACER7
KLXT	SID	ROYAL9
KLXT	SID	TIFTO6
KLXT	SID	WLDCT5
KLXT	STAR	BQS6
KLXT	STAR	JHAWK6
KLXT	STAR	RBA4
KLXT	STAR	TYGER6
KLXV	SIAP	R16
KLXV	SID	DAVVY2
KLXV	SID	LOZUL4
KLXY	SIAP	R36
KLYH	SIAP	I04
KLYH	SIAP	L04
KLYH	SIAP	R04
KLYH	SIAP	R17
KLYH	SIAP	R22
KLYH	SIAP	R35
KLYH	SIAP	S22
KLYH	SID	HURTT4
KLYH	SID	LIBRT3
KLYO	SIAP	R17
KLYO	SIAP	R35
KLYO	SIAP	VOR-A
KLYV	SIAP	R18
KLYV	SIAP	R36
KLZU	SIAP	I25
KLZU	SIAP	L25
KLZU	SIAP	R07
KLZU	SIAP	R25
KLZU	SIAP	RNV-A
KLZU	SIAP	S07
KLZU	STAR	BOKRT2
KLZU	STAR	BUKHD1
KLZU	STAR	DEHAN1
KLZU	STAR	DIFFI3
KLZU	STAR	SWTEE1
KLZU	STAR	WRGNZ1
KLZZ	SIAP	R34
KLZZ	SIAP	VOR-A
KMAC	SIAP	L10
KMAC	SIAP	R10
KMAC	SIAP	R28
KMAE	SIAP	R12
KMAE	SIAP	R30
KMAE	SIAP	S30
KMAF	SIAP	I10
KMAF	SIAP	L10
KMAF	SIAP	R04
KMAF	SIAP	R10
KMAF	SIAP	R16R
KMAF	SIAP	R22
KMAF	SIAP	R28
KMAF	SIAP	R34L
KMAF	SIAP	V16R
KMAF	SIAP	V34L
KMAI	SIAP	R18
KMAI	SIAP	VOR-A
KMAI	SIAP	VOR-B
KMAL	SIAP	R05
KMAL	SIAP	R23
KMAN	SIAP	R11
KMAN	SIAP	RNV-B
KMAN	SID	ADEXE1
KMAN	SID	CADKI1
KMAO	SIAP	R04
KMAO	SIAP	R22
KMAO	SIAP	VDM-A
KMAW	SIAP	D14
KMAW	SIAP	R14
KMAW	SIAP	R18
KMAW	SIAP	R32
KMAW	SIAP	R36
KMAW	SIAP	S32
KMBG	SIAP	R12
KMBG	SIAP	R30
KMBL	SIAP	I28
KMBL	SIAP	L28
KMBL	SIAP	R10
KMBL	SIAP	R28
KMBO	SIAP	R17
KMBO	SIAP	R35
KMBO	SIAP	S17
KMBS	SIAP	I23
KMBS	SIAP	L23
KMBS	SIAP	R05
KMBS	SIAP	R14
KMBS	SIAP	R23
KMBS	SIAP	R32
KMBS	SIAP	S14
KMBT	SIAP	N18
KMBT	SIAP	R18
KMBT	SIAP	R36
KMBY	SIAP	R13
KMBY	SIAP	R31
KMBY	SIAP	VDM-A
KMCB	SIAP	R16
KMCB	SIAP	R34
KMCB	SIAP	VDM-A
KMCC	SIAP	I16
KMCC	SIAP	L16
KMCD	SIAP	R08
KMCD	SIAP	R26
KMCD	SIAP	VDM-A
KMCE	SIAP	B12
KMCE	SIAP	I30
KMCE	SIAP	L30
KMCE	SIAP	R12
KMCE	SIAP	R30
KMCE	SIAP	S30
KMCF	STAR	BLOND5
KMCF	STAR	BRDGE8
KMCF	STAR	DADES6
KMCF	STAR	DARBS3
KMCF	STAR	DEAKK5
KMCF	STAR	FOOXX5
KMCF	STAR	LZARD6
KMCI	SIAP	H01LZ
KMCI	SIAP	H01RZ
KMCI	SIAP	H09-Z
KMCI	SIAP	H19LZ
KMCI	SIAP	H19RZ
KMCI	SIAP	H27-Z
KMCI	SIAP	I01L
KMCI	SIAP	I01R
KMCI	SIAP	I09
KMCI	SIAP	I19L
KMCI	SIAP	I19R
KMCI	SIAP	I27
KMCI	SIAP	L01L
KMCI	SIAP	L01R
KMCI	SIAP	L09
KMCI	SIAP	L19L
KMCI	SIAP	L19R
KMCI	SIAP	L27
KMCI	SIAP	R01LY
KMCI	SIAP	R01RY
KMCI	SIAP	R09-Y
KMCI	SIAP	R19LY
KMCI	SIAP	R19RY
KMCI	SIAP	R27-Y
KMCI	SID	CHIEF7
KMCI	SID	LAKES3
KMCI	SID	RACER7
KMCI	SID	ROYAL9
KMCI	SID	TIFTO6
KMCI	SID	WLDCT5
KMCI	STAR	BQS6
KMCI	STAR	JHAWK6
KMCI	STAR	RBA4
KMCI	STAR	TYGER6
KMCK	SIAP	I12
KMCK	SIAP	L12
KMCK	SIAP	R12
KMCK	SIAP	R22
KMCK	SIAP	R30
KMCN	SIAP	I05
KMCN	SIAP	L05
KMCN	SIAP	R05
KMCN	SIAP	R14
KMCN	SIAP	R23
KMCN	SIAP	R32
KMCO	SIAP	I17L
KMCO	SIAP	I17R
KMCO	SIAP	I18R
KMCO	SIAP	I35L
KMCO	SIAP	I35R
KMCO	SIAP	I36R
KMCO	SIAP	L17L
KMCO	SIAP	L17R
KMCO	SIAP	L18R
KMCO	SIAP	L35L
KMCO	SIAP	L35R
KMCO	SIAP	L36R
KMCO	SIAP	R17L
KMCO	SIAP	R17R
KMCO	SIAP	R18L
KMCO	SIAP	R18R
KMCO	SIAP	R35L
KMCO	SIAP	R35R
KMCO	SIAP	R36L
KMCO	SIAP	R36R
KMCO	SID	JAG6
KMCO	STAR	BAIRN4
KMCO	STAR	BITHO7
KMCO	STAR	BUGGZ4
KMCO	STAR	COSTR3
KMCO	STAR	CWRLD4
KMCO	STAR	GOOFY7
KMCO	STAR	LEESE2
KMCO	STAR	MINEE5
KMCO	STAR	PIGLT6
KMCW	SIAP	B18
KMCW	SIAP	I36
KMCW	SIAP	L36
KMCW	SIAP	R18
KMCW	SIAP	R30
KMCW	SIAP	R36
KMCX	SIAP	R18
KMCX	SIAP	R36
KMCZ	SIAP	R03
KMCZ	SIAP	R21
KMDD	SIAP	D25
KMDD	SIAP	R25
KMDD	SIAP	R34
KMDD	SIAP	VOR-A
KMDF	SIAP	R17
KMDH	SIAP	I18L
KMDH	SIAP	L18L
KMDH	SIAP	N18L
KMDH	SIAP	R18L
KMDH	SIAP	R36R
KMDQ	SIAP	I18
KMDQ	SIAP	L18
KMDQ	SIAP	R18
KMDQ	SIAP	R36
KMDS	SIAP	R15
KMDS	SIAP	R33
KMDT	SIAP	I13
KMDT	SIAP	I31
KMDT	SIAP	L13
KMDT	SIAP	L31
KMDT	SIAP	R13
KMDT	SIAP	R31
KMDW	SIAP	H04RY
KMDW	SIAP	H13CY
KMDW	SIAP	H22LX
KMDW	SIAP	H22LY
KMDW	SIAP	H31CY
KMDW	SIAP	I04R
KMDW	SIAP	I13C
KMDW	SIAP	I31C
KMDW	SIAP	L04R
KMDW	SIAP	L13C
KMDW	SIAP	L31C
KMDW	SIAP	R04L
KMDW	SIAP	R04RZ
KMDW	SIAP	R13CZ
KMDW	SIAP	R13L
KMDW	SIAP	R22LZ
KMDW	SIAP	R22R
KMDW	SIAP	R31CZ
KMDW	SIAP	R31R
KMDW	STAR	ENDEE4
KMDW	STAR	FISSK4
KMDW	STAR	GSH7
KMDW	STAR	MOTIF6
KMDW	STAR	PANGG3
KMDZ	SIAP	R09
KMDZ	SIAP	R16
KMDZ	SIAP	R27
KMDZ	SIAP	R34
KMEB	SIAP	I05
KMEB	SIAP	L05
KMEB	SIAP	R05
KMEB	SIAP	R23
KMEI	SIAP	I01
KMEI	SIAP	I19
KMEI	SIAP	L01
KMEI	SIAP	L19
KMEI	SIAP	R01
KMEI	SIAP	R04
KMEI	SIAP	R19
KMEI	SIAP	R22
KMEI	SIAP	VOR-A
KMEJ	SIAP	R17
KMEJ	SIAP	R35
KMEM	SIAP	H18CY
KMEM	SIAP	H18LX
KMEM	SIAP	H18LY
KMEM	SIAP	H18RX
KMEM	SIAP	H18RY
KMEM	SIAP	I09
KMEM	SIAP	I18C
KMEM	SIAP	I18L
KMEM	SIAP	I18R
KMEM	SIAP	I27
KMEM	SIAP	I36C
KMEM	SIAP	I36L
KMEM	SIAP	I36R
KMEM	SIAP	L09
KMEM	SIAP	L18C
KMEM	SIAP	L18L
KMEM	SIAP	L18R
KMEM	SIAP	L27
KMEM	SIAP	L36C
KMEM	SIAP	L36L
KMEM	SIAP	L36R
KMEM	SIAP	R09
KMEM	SIAP	R18CZ
KMEM	SIAP	R18LZ
KMEM	SIAP	R18RZ
KMEM	SIAP	R27
KMEM	SIAP	R36C
KMEM	SIAP	R36L
KMEM	SIAP	R36R
KMEM	SID	AUTMN5
KMEM	SID	AZONE6
KMEM	SID	BBKNG6
KMEM	SID	BINKY5
KMEM	SID	CHLDR4
KMEM	SID	CRSON6
KMEM	SID	DUCKZ4
KMEM	SID	ELVIS4
KMEM	SID	GENEH6
KMEM	SID	GMBUD6
KMEM	SID	GOETZ6
KMEM	SID	GRRIZ4
KMEM	SID	HOTRD4
KMEM	SID	JTEEE4
KMEM	SID	NIKEI4
KMEM	SID	OLEMS5
KMEM	SID	PIEPE5
KMEM	SID	SELPH6
KMEM	SID	ZUMIT4
KMEM	STAR	BLUZZ2
KMEM	STAR	BRBBQ3
KMEM	STAR	CONDR3
KMEM	STAR	DAWGG2
KMEM	STAR	HOBRK3
KMEM	STAR	HYTHR2
KMEM	STAR	LUGOH3
KMEM	STAR	MONAA3
KMEM	STAR	VANZE2
KMEM	STAR	WLDER8
KMER	SIAP	D31
KMER	SIAP	I31
KMER	SIAP	L31
KMER	SIAP	R13
KMER	SIAP	R31
KMEV	SIAP	RNV-A
KMEV	SIAP	RNV-B
KMEV	SID	MINDN2
KMEY	SIAP	R02
KMEY	SIAP	R20
KMEZ	SIAP	I27
KMEZ	SIAP	L27
KMEZ	SIAP	N27
KMEZ	SIAP	R17
KMFD	SIAP	I32
KMFD	SIAP	L32
KMFD	SIAP	N32
KMFD	SIAP	R05
KMFD	SIAP	R14
KMFD	SIAP	R23
KMFD	SIAP	R32
KMFD	SIAP	S14
KMFD	SIAP	S32
KMFE	SIAP	I14
KMFE	SIAP	I32
KMFE	SIAP	L14
KMFE	SIAP	L32
KMFE	SIAP	R14
KMFE	SIAP	R32
KMFI	SIAP	R05
KMFI	SIAP	R16
KMFI	SIAP	R23
KMFI	SIAP	R34
KMFI	SIAP	U34
KMFR	SIAP	D14
KMFR	SIAP	H14-Z
KMFR	SIAP	H32
KMFR	SIAP	I14
KMFR	SIAP	L14
KMFR	SIAP	LBC-B
KMFR	SIAP	R14-Y
KMFR	SIAP	RNV-D
KMFR	SIAP	VDM-C
KMFR	SID	BRUTE7
KMFR	SID	EAGLE6
KMFR	SID	GNATS7
KMFR	SID	JKSN1
KMFV	SIAP	L03
KMFV	SIAP	R03
KMFV	SIAP	R21
KMFV	SIAP	V03
KMGC	SIAP	R20
KMGE	STAR	BOKRT2
KMGE	STAR	BUKHD1
KMGE	STAR	DEHAN1
KMGE	STAR	DIFFI3
KMGE	STAR	SWTEE1
KMGE	STAR	WRGNZ1
KMGG	STAR	AGUDE5
KMGJ	SIAP	I04
KMGJ	SIAP	L04
KMGJ	SIAP	R04
KMGJ	SIAP	R08
KMGJ	SIAP	R22
KMGJ	SIAP	R26
KMGJ	SIAP	S08
KMGM	SIAP	I10
KMGM	SIAP	I28-Y
KMGM	SIAP	I28-Z
KMGM	SIAP	L10
KMGM	SIAP	L28
KMGM	SIAP	N10
KMGM	SIAP	R03
KMGM	SIAP	R10
KMGM	SIAP	R28
KMGM	SIAP	VOR-A
KMGN	SIAP	R10
KMGN	SIAP	R28
KMGN	SIAP	VOR-A
KMGR	SIAP	NDB-A
KMGR	SIAP	R04
KMGR	SIAP	R22
KMGW	SIAP	I18
KMGW	SIAP	L18
KMGW	SIAP	R18-Y
KMGW	SIAP	R18-Z
KMGW	SIAP	R36
KMGY	SIAP	L20
KMGY	SIAP	R02
KMGY	SIAP	R20
KMGY	STAR	DANEI2
KMHE	SIAP	I31
KMHE	SIAP	L31
KMHE	SIAP	R13
KMHE	SIAP	R18
KMHE	SIAP	R31
KMHE	SIAP	R36
KMHK	SIAP	I03
KMHK	SIAP	L03
KMHK	SIAP	R03
KMHK	SIAP	R21
KMHK	SIAP	VOR-F
KMHK	SID	WILSY2
KMHL	SIAP	N36
KMHL	SIAP	R18
KMHL	SIAP	R36
KMHP	SIAP	R10
KMHP	SIAP	R28
KMHR	SIAP	I22L
KMHR	SIAP	L22L
KMHR	SIAP	R04R
KMHR	SIAP	R22L
KMHR	SIAP	S04R
KMHR	STAR	AMRVR2
KMHT	SIAP	H17-Z
KMHT	SIAP	H35-Z
KMHT	SIAP	I06
KMHT	SIAP	I17
KMHT	SIAP	I35
KMHT	SIAP	L06
KMHT	SIAP	L17
KMHT	SIAP	L35
KMHT	SIAP	R06
KMHT	SIAP	R17-Y
KMHT	SIAP	R24
KMHT	SIAP	R35-Y
KMHT	SID	PPORT3
KMHT	STAR	POPPP1
KMHT	STAR	ROZZE2
KMHV	SIAP	P04
KMHV	SIAP	P22
KMHV	SID	JERID5
KMIA	SIAP	H08RY
KMIA	SIAP	H12-Y
KMIA	SIAP	H26LY
KMIA	SIAP	H27-Y
KMIA	SIAP	H30-Y
KMIA	SIAP	I08R
KMIA	SIAP	I09
KMIA	SIAP	I12
KMIA	SIAP	I26L
KMIA	SIAP	I27
KMIA	SIAP	I30
KMIA	SIAP	L08L
KMIA	SIAP	L08R
KMIA	SIAP	L09
KMIA	SIAP	L12
KMIA	SIAP	L26L
KMIA	SIAP	L26R
KMIA	SIAP	L27
KMIA	SIAP	L30
KMIA	SIAP	R08L
KMIA	SIAP	R08RZ
KMIA	SIAP	R09
KMIA	SIAP	R12-Z
KMIA	SIAP	R26LZ
KMIA	SIAP	R26R
KMIA	SIAP	R27-Z
KMIA	SIAP	R30-Z
KMIA	SID	BSTER2
KMIA	SID	DEEEP2
KMIA	SID	EONNS2
KMIA	SID	HEDLY2
KMIA	SID	HITAG2
KMIA	SID	JONZI2
KMIA	SID	MNATE2
KMIA	SID	PADUS2
KMIA	SID	POTTR6
KMIA	SID	SKIPS2
KMIA	SID	SOUBY5
KMIA	SID	VALLY2
KMIA	SID	WINCO2
KMIA	STAR	ANNEY4
KMIA	STAR	BLUFI4
KMIA	STAR	CURSO5
KMIA	STAR	CYY1
KMIA	STAR	DVALL3
KMIA	STAR	FLIPR6
KMIA	STAR	FOWEE9
KMIA	STAR	HILEY7
KMIA	STAR	SSCOT5
KMIC	SIAP	R14L
KMIC	SIAP	VOR-A
KMIC	STAR	AGUDE5
KMIC	STAR	ENCEE2
KMIC	STAR	GEP1
KMIC	STAR	TWOLF3
KMIE	SIAP	I32
KMIE	SIAP	L32
KMIE	SIAP	R03
KMIE	SIAP	R14
KMIE	SIAP	R21
KMIE	SIAP	R32
KMIO	SIAP	R17
KMIO	SIAP	VDM-A
KMIT	SIAP	R12
KMIT	SIAP	VOR-A
KMIV	SIAP	I10
KMIV	SIAP	L10
KMIV	SIAP	R10
KMIV	SIAP	R14
KMIV	SIAP	R28
KMIV	SIAP	R32
KMIV	SIAP	VOR-A
KMIV	SID	LEEAH5
KMIW	SIAP	R13
KMIW	SIAP	R31
KMJD	SIAP	R18-Y
KMJD	SIAP	R18-Z
KMJD	SIAP	R36
KMJD	SIAP	VOR-A
KMJQ	SIAP	R13
KMJQ	SIAP	R31
KMJX	SIAP	I06
KMJX	SIAP	L06
KMJX	SIAP	R06
KMJX	SIAP	R24
KMJX	SIAP	S24
KMJX	STAR	SIE4
KMKA	SIAP	R15
KMKA	SIAP	R33
KMKC	SIAP	I03
KMKC	SIAP	I19
KMKC	SIAP	L03
KMKC	SIAP	L19
KMKC	SIAP	R03
KMKC	SIAP	R19
KMKC	SIAP	R21
KMKC	SID	CHIEF7
KMKC	SID	LAKES3
KMKC	SID	RACER7
KMKC	SID	ROYAL9
KMKC	SID	TIFTO6
KMKC	SID	WLDCT5
KMKC	STAR	BQS6
KMKC	STAR	JHAWK6
KMKC	STAR	RBA4
KMKC	STAR	TYGER6
KMKE	SIAP	H07RY
KMKE	SIAP	H25LY
KMKE	SIAP	I01L
KMKE	SIAP	I07R
KMKE	SIAP	I19R
KMKE	SIAP	L01L
KMKE	SIAP	L07R
KMKE	SIAP	L19R
KMKE	SIAP	L25L
KMKE	SIAP	R01L
KMKE	SIAP	R01R
KMKE	SIAP	R07L
KMKE	SIAP	R07RZ
KMKE	SIAP	R13
KMKE	SIAP	R19L
KMKE	SIAP	R19R
KMKE	SIAP	R25LZ
KMKE	SIAP	R25R
KMKE	SIAP	R31
KMKE	SID	ACCRA4
KMKE	SID	UECKR5
KMKE	STAR	GOPAC2
KMKG	SIAP	I24
KMKG	SIAP	I32
KMKG	SIAP	L24
KMKG	SIAP	L32
KMKG	SIAP	R06
KMKG	SIAP	R14
KMKG	SIAP	R24
KMKG	SIAP	R32
KMKJ	SIAP	L26
KMKJ	SIAP	R26
KMKL	SIAP	I02
KMKL	SIAP	L02
KMKL	SIAP	R02
KMKL	SIAP	R20
KMKN	SIAP	R17
KMKN	SIAP	R35
KMKO	SIAP	R04
KMKO	SIAP	R13
KMKO	SIAP	R22
KMKO	SIAP	R31
KMKS	SIAP	R05
KMKS	SIAP	R23
KMKS	SIAP	VDM-A
KMKT	SIAP	I33
KMKT	SIAP	L33
KMKT	SIAP	R04
KMKT	SIAP	R15
KMKT	SIAP	R22
KMKT	SIAP	R33
KMKV	SIAP	R04
KMKY	SIAP	R17
KMKY	SIAP	R35
KMKY	SID	CSHEL6
KMKY	STAR	PIKKR5
KMKY	STAR	SHFTY5
KMKY	STAR	ZEILR5
KMLB	SIAP	B27L
KMLB	SIAP	I09R
KMLB	SIAP	L09R
KMLB	SIAP	R09L
KMLB	SIAP	R09R
KMLB	SIAP	R27L
KMLB	SIAP	R27R
KMLB	SID	MLB7
KMLB	STAR	BITHO7
KMLB	STAR	COSTR3
KMLC	SIAP	R02
KMLC	SIAP	R20
KMLE	SIAP	R12
KMLE	SIAP	R30
KMLF	SIAP	R16
KMLF	SIAP	R34
KMLF	SIAP	VDM-A
KMLI	SIAP	I09
KMLI	SIAP	I27
KMLI	SIAP	L09
KMLI	SIAP	L27
KMLI	SIAP	R09
KMLI	SIAP	R13
KMLI	SIAP	R27
KMLI	SIAP	R31
KMLJ	SIAP	N28
KMLJ	SIAP	R10
KMLJ	SIAP	R28
KMLS	SIAP	D22
KMLS	SIAP	R04
KMLS	SIAP	R13
KMLS	SIAP	R22
KMLS	SIAP	R31
KMLS	SIAP	S04
KMLT	SIAP	R11
KMLT	SIAP	R29
KMLT	SIAP	S29
KMLU	SIAP	D04
KMLU	SIAP	D32
KMLU	SIAP	I04
KMLU	SIAP	I22
KMLU	SIAP	L04
KMLU	SIAP	L22
KMLU	SIAP	R04
KMLU	SIAP	R14
KMLU	SIAP	R22
KMLU	SIAP	R32
KMMH	SIAP	R27
KMMH	SID	CROLI1
KMMH	SID	NIKOL1
KMMH	SID	OENNS1
KMMI	SIAP	R02
KMMI	SIAP	R20
KMMK	SIAP	R36
KMMK	SIAP	S36
KMML	SIAP	R12
KMML	SIAP	R30
KMMS	SIAP	R02
KMMS	SIAP	R20
KMMU	SIAP	H23-Y
KMMU	SIAP	I23
KMMU	SIAP	L23
KMMU	SIAP	R05
KMMU	SIAP	R23-Z
KMMU	STAR	JAIKE3
KMMU	STAR	LVZ4
KMMU	STAR	MAZIE2
KMMV	SIAP	I22
KMMV	SIAP	L22
KMMV	SIAP	R04
KMMV	SIAP	R22
KMMV	SIAP	VDM-B
KMNE	SIAP	R01
KMNE	SIAP	R19
KMNE	SIAP	VDM-A
KMNF	SIAP	R10
KMNF	SIAP	R28
KMNI	SIAP	VDM-A
KMNM	SIAP	I03
KMNM	SIAP	L03
KMNM	SIAP	R03
KMNM	SIAP	R21
KMNM	SIAP	R32
KMNM	SIAP	VOR-A
KMNN	SIAP	R07
KMNN	SIAP	R13
KMNN	SIAP	R25
KMNV	SIAP	R05
KMNV	SIAP	R23
KMNZ	SIAP	R18
KMNZ	SIAP	R36
