id,index,lat,lon,yEdId,domain,refName,type
Gate_02_010,0,40.77151430000407,-73.86517790703608,n0,Gate,null,null
Parking_01_004,1,40.76939003746561,-73.85917376990633,n1,Park,null,null
Gate_02_020,2,40.77247904199646,-73.86580669054297,n2,Gate,null,null
Parking_01_003,3,40.769596543185,-73.8589967150165,n3,Park,null,null
Parking_01_001,4,40.77002958619948,-73.8586724256954,n4,Park,null,null
Parking_01_002,5,40.76981706402416,-73.85883708902442,n5,Park,null,null
Parking_01_005,6,40.76919647628608,-73.85940278761208,n6,Park,null,null
Gate_01_002,7,40.76957625893628,-73.8610129639285,n7,Gate,null,null
Gate_01_001,8,40.76920294312045,-73.86146033748186,n8,Gate,null,null
Gate_01_003,9,40.76988935245651,-73.86058232702449,n9,Gate,null,null
Gate_01_008,10,40.77000670653708,-73.8615826013453,n10,Gate,null,null
Gate_01_004,11,40.77011702337873,-73.86047237950386,n11,Gate,null,null
Gate_02_006,12,40.77147568414454,-73.8632510308359,n12,Gate,null,null
Gate_02_002,13,40.7707786571975,-73.86314128097251,n13,Gate,null,null
Gate_02_001,14,40.7705554747221,-73.86337124098802,n14,Gate,null,null
Gate_01_006,15,40.77038141050305,-73.86092838746059,n15,Gate,null,null
Gate_01_005,16,40.7702547503896,-73.86067691802376,n16,Gate,null,null
Gate_02_022,17,40.77215234634374,-73.86671209237856,n17,Gate,null,null
Gate_02_014,18,40.77274840953871,-73.86449887439875,n18,Gate,null,null
Gate_01_007,19,40.77055780333874,-73.861170463794,n19,Gate,null,null
Gate_02_003,20,40.77096635032529,-73.86273367329656,n20,Gate,null,null
Gate_02_005,21,40.77132972676765,-73.86296279759182,n21,Gate,null,null
Gate_01_009,22,40.7696136831317,-73.86201559377648,n22,Gate,null,null
Gate_02_007,23,40.77146595333111,-73.86361863460964,n23,Gate,null,null
Gate_02_021,24,40.7721481372081,-73.86625895637484,n24,Gate,null,null
Gate_02_008,25,40.77113869202118,-73.86389623500597,n25,Gate,null,null
Gate_02_004,26,40.77119537812897,-73.86269928030609,n26,Gate,null,null
Gate_02_011,27,40.7719769026933,-73.86527718149021,n27,Gate,null,null
Gate_02_012,28,40.7723200637052,-73.8649419739704,n28,Gate,null,null
Gate_02_013,29,40.77250737068964,-73.86448318345894,n29,Gate,null,null
Gate_03_003,30,40.77522578296243,-73.86874077228998,n30,Gate,null,null
Gate_02_009,31,40.77116939010908,-73.86462409804989,n31,Gate,null,null
Gate_02_017,32,40.77304768832948,-73.86521412867782,n32,Gate,null,null
Gate_02_016,33,40.77310827587408,-73.86499696824845,n33,Gate,null,null
Gate_02_018,34,40.77278133015184,-73.86548644885552,n34,Gate,null,null
Gate_02_015,35,40.77300767716152,-73.86474968035103,n35,Gate,null,null
Gate_03_002,36,40.77491260700381,-73.86898873759192,n36,Gate,null,null
Gate_03_001,37,40.77464131751551,-73.86920303052193,n37,Gate,null,null
Gate_05_007,38,40.77708073492985,-73.87284771680866,n38,Gate,null,null
Gate_05_009,39,40.77658288027992,-73.87315114673706,n39,Gate,null,null
Gate_02_023,40,40.77233874213277,-73.867075616788,n40,Gate,null,null
Gate_04_003,41,40.77545196894985,-73.87076985829201,n41,Gate,null,null
Gate_03_005,42,40.7750953156765,-73.86957247203846,n42,Gate,null,null
Gate_03_004,43,40.77532628611073,-73.86937276424392,n43,Gate,null,null
Gate_03_006,44,40.77471346654592,-73.86980486907854,n44,Gate,null,null
Gate_03_007,45,40.77438924072895,-73.87012247840146,n45,Gate,null,null
Gate_04_001,46,40.77492037764701,-73.87080405965804,n46,Gate,null,null
Gate_05_005,47,40.77652470060825,-73.87246390066188,n47,Gate,null,null
Gate_04_004,48,40.77620045409256,-73.87058192825455,n48,Gate,null,null
Gate_04_006,49,40.77566593758083,-73.87129340459065,n49,Gate,null,null
Gate_04_002,50,40.77518207285361,-73.87076424675482,n50,Gate,null,null
Gate_05_004,51,40.77623487856069,-73.87248825194418,n51,Gate,null,null
Gate_04_008,52,40.77496925116024,-73.87145652997759,n52,Gate,null,null
Gate_05_006,53,40.77682535697603,-73.87245658007791,n53,Gate,null,null
Gate_04_005,54,40.77610575364484,-73.87113112097548,n54,Gate,null,null
Gate_05_002,55,40.77564327648152,-73.87237002866014,n55,Gate,null,null
Txy_B_010,56,40.7769669426178,-73.8697426530789,n56,Txy,null,null
Gate_05_001,57,40.77526113059435,-73.87232043387648,n57,Gate,null,null
Gate_04_007,58,40.77518935496911,-73.87139533304529,n58,Gate,null,null
Gate_05_008,59,40.77694183416228,-73.87316630588724,n59,Gate,null,null
Gate_05_003,60,40.7759592513568,-73.87252276547053,n60,Gate,null,null
Gate_06_002,61,40.77558971903232,-73.87418070941482,n61,Gate,null,null
Gate_05_012,62,40.77544209680704,-73.87288371987907,n62,Gate,null,null
Gate_05_010,63,40.77616269337063,-73.87312854061481,n63,Gate,null,null
Gate_05_011,64,40.77580858086709,-73.87291211534887,n64,Gate,null,null
Rwy_02_008,65,40.77357392581384,-73.86027299754944,n65,Rwy,null,null
Gate_06_005,66,40.77639996121317,-73.87462954976434,n66,Gate,null,null
