id,index,lat,lon,yEdId,domain,refName,type
GYY-Ref,0,41.61627777777778,-87.4127778,n0,Unknown,null,null
Rwy_01_001,1,41.62122968903431,-87.42145065370921,n1,Rwy,RW12 ,Entry
Rwy_01_002,2,41.62023131664363,-87.41953104119688,n2,Rwy,null,null
Rwy_01_003,3,41.61875480502437,-87.41659809825828,n3,Rwy,null,null
Rwy_01_004,4,41.61812477656097,-87.41537183417357,n4,Rwy,null,null
Rwy_01_005,5,41.61643299705864,-87.41207294016087,n5,Rwy,null,null
Rwy_01_006,6,41.61482813946137,-87.40891342559367,n6,Rwy,null,null
Txy_A_001,7,41.62185873886989,-87.42106353559137,n7,Txy,null,null
Txy_A_002,8,41.62198957906298,-87.42042220896342,n8,Txy,null,null
Txy_A_003,9,41.62124947996192,-87.41896024569138,n9,Txy,null,null
Txy_A_004,10,41.61967555229124,-87.41587463755023,n10,Txy,null,null
Txy_A_005,11,41.61948217300542,-87.415484937892,n11,Txy,null,null
Txy_A_006,12,41.61884175166797,-87.41422850817321,n12,Txy,null,null
Txy_A_007,13,41.61869231759954,-87.41393288072287,n13,Txy,null,null
Txy_A_008,14,41.61732177122507,-87.41124085727769,n14,Txy,null,null
Txy_A_009,15,41.61574482634152,-87.40815219448882,n15,Txy,null,null
Txy_A_010,16,41.61387853191123,-87.40448230325751,n16,Txy,null,null
Txy_A_011,17,41.61288689937543,-87.40253588568035,n17,Txy,null,null
Txy_A_012,18,41.61168533734373,-87.400185211509,n18,Txy,null,null
Txy_A_013,19,41.61117801776864,-87.40011814884494,n19,Txy,null,null
Txy_A4_001,20,41.6125676315643,-87.40282071713854,n20,Txy,null,null
Ramp_A_001,21,41.6134917506196,-87.40199250854015,n21,Ramp,null,null
Ramp_A_002,22,41.61447573637428,-87.40394993388935,n22,Ramp,null,null
Ramp_A_003,23,41.61633995504227,-87.40761483095962,n23,Ramp,null,null
Txy_A2_001,24,41.6153989139941,-87.40846566785372,n24,Txy,null,null
Txy_C_002,25,41.61700414152517,-87.4115259286119,n25,Txy,null,null
Txy_C_001,26,41.61766082876751,-87.41115071014517,n26,Txy,null,null
Ramp_C_001,27,41.61809249025094,-87.41105225787817,n27,Ramp,null,null
Rwy_02_001,28,41.61235348290506,-87.41837798567204,n28,Rwy,RW02 ,Entry
Rwy_02_002,29,41.6128581492416,-87.41812039605517,n29,Rwy,null,null
Rwy_02_003,30,41.61534752335555,-87.4168238249556,n30,Rwy,null,null
Rwy_02_004,31,41.61916936008144,-87.41486096971242,n31,Rwy,null,null
Rwy_02_005,32,41.62066270583048,-87.41408545254852,n32,Rwy,null,null
Rwy_02_006,33,41.62142417004629,-87.41369397392425,n33,Rwy,RW20 ,Entry
Txy_B_002,34,41.62089675682029,-87.4127971269464,n34,Txy,null,null
Txy_B_001,35,41.62124572525219,-87.41299598091511,n35,Txy,null,null
Txy_B3_001,36,41.62048304288556,-87.4133986795159,n36,Txy,null,null
Txy_B_003,37,41.62013407535696,-87.41318517241642,n37,Txy,null,null
Txy_B_004,38,41.61830896162351,-87.41412769301212,n38,Txy,null,null
Rwy_01_104,39,41.61765654265021,-87.41446337774308,n39,Rwy,null,null
Txy_B_005,40,41.6169972855605,-87.41479516188801,n40,Txy,null,null
Txy_B_006,41,41.6153441570624,-87.41565884692781,n41,Txy,null,null
Txy_B_007,42,41.6151358090784,-87.41585921679123,n42,Txy,null,null
Txy_B2_001,43,41.61516106563769,-87.41613746594861,n43,Txy,null,null
Txy_B_008,44,41.61282899845606,-87.41714862486401,n44,Txy,null,null
Txy_B1_001,45,41.61270621846091,-87.41737033018418,n45,Txy,null,null
Txy_B_009,46,41.61221892588793,-87.41760291626494,n46,Txy,null,null
Txy_C_003,47,41.61522421882974,-87.41547031586072,n47,Txy,null,null
Txy_A1_001,48,41.61954398933907,-87.4165142728909,n48,Txy,null,null
Parking_E_001,49,41.62264528064391,-87.41773787063912,n49,Park,null,null
Ramp_E_001,50,41.62226200346028,-87.41802682713352,n50,Ramp,null,null
Parking_C_001,51,41.61900854250614,-87.41095471171872,n51,Park,null,null
Ramp_C_002,52,41.61740066183693,-87.40992637175167,n52,Ramp,null,null
Txy_E_001,53,41.62175993003221,-87.41848645191506,n53,Txy,null,null
Gate_C_001,54,41.617694804046,-87.40895508094286,n54,Gate,null,null
Gate_A_002,55,41.61708183877377,-87.40741403570416,n55,Gate,null,null
Gate_A_001,56,41.61715431558319,-87.40788833968853,n56,Gate,null,null
Gate_C_002,57,41.61745933305726,-87.40846103481675,n57,Gate,null,null
Parking_A_001,58,41.61391645374481,-87.40151668639673,n58,Park,null,null
Parking_A_002,59,41.6157815233404,-87.40552488506513,n59,Park,null,null
Rwy_01_008,60,41.61201954946914,-87.40338076408166,n60,Rwy,RW30 ,Entry
Rwy_01_009,61,41.6106504990255,-87.40069273182183,n61,Rwy,null,null
Txy_C_103,62,41.61587172198694,-87.41259206224098,n62,Txy,null,null
Txy_F_001,63,41.62062401472964,-87.42191188388455,n63,Txy,null,null
Ramp_F_001,64,41.61981882838223,-87.42163844468533,n64,Ramp,null,null
Parking_F_001,65,41.61900771590009,-87.42044868187786,n65,Park,null,null
