n1.id,n1.index,n1.lat,n1.lon,n2.id,n2.index,n2.lat,n2.lon
Txy_Y_001,149,41.4141513084722,-81.83561228687623,Txy_JJ_Y,150,41.41465588952246,-81.83335765172629
Txy_Y_001,149,41.4141513084722,-81.83561228687623,Txy_Y_002,151,41.41468038003931,-81.8367260533558
Txy_Y_002,151,41.41468038003931,-81.8367260533558,Txy_J_U,146,41.41515728126939,-81.83670671847857
Ramp_01_005,218,41.41426041247635,-81.836458618871,Txy_Y_002,151,41.41468038003931,-81.8367260533558
Ramp_01_004,217,41.41355282381793,-81.83646408609965,Ramp_01_005,218,41.41426041247635,-81.836458618871
Ramp_01_003,216,41.41299951576286,-81.83689588215002,Ramp_01_004,217,41.41355282381793,-81.83646408609965
Ramp_01_002,215,41.41247082208206,-81.83751609113384,Ramp_01_003,216,41.41299951576286,-81.83689588215002
Ramp_01_001,214,41.41215168175645,-81.83789347808397,Ramp_01_002,215,41.41247082208206,-81.83751609113384
Gate_01_001,164,41.41250676239763,-81.8380095971655,Ramp_01_001,214,41.41215168175645,-81.83789347808397
Gate_01_002,165,41.41280642138345,-81.83794880287678,Ramp_01_002,215,41.41247082208206,-81.83751609113384
Gate_01_003,166,41.41347959993751,-81.83773755783089,Ramp_01_003,216,41.41299951576286,-81.83689588215002
Gate_01_004,167,41.41373964419372,-81.83776968001139,Ramp_01_004,217,41.41355282381793,-81.83646408609965
Ramp_01_005,218,41.41426041247635,-81.836458618871,Gate_01_005,168,41.41396339404093,-81.83771818163777
Gate_01_006,169,41.41395411473268,-81.83832339618488,Txy_J_U,146,41.41515728126939,-81.83670671847857
Gate_01_007,170,41.41404042657702,-81.83858339020648,Ramp_01_006,219,41.41466069456904,-81.83883165133854
Gate_01_008,171,41.4138307210767,-81.83875273038618,Ramp_01_007,220,41.41423079052149,-81.8393191893583
Ramp_01_006,219,41.41466069456904,-81.83883165133854,Ramp_01_007,220,41.41423079052149,-81.8393191893583
Ramp_01_007,220,41.41423079052149,-81.8393191893583,Txy_W_J,86,41.41449894057877,-81.83995795253755
Txy_J_008,145,41.41522806827949,-81.83848231822861,Txy_W_J,86,41.41449894057877,-81.83995795253755
Txy_S_J,80,41.41238502408059,-81.84328592351748,Txy_W_J,86,41.41449894057877,-81.83995795253755
Txy_S_L,79,41.41273638181757,-81.84388063887437,Txy_L_010,126,41.413248656503,-81.84306786894057
Txy_L_010,126,41.413248656503,-81.84306786894057,Txy_L_011,127,41.41411371648192,-81.84170339491462
Gate_01_009,172,41.41352531163363,-81.8388320506497,Ramp_01_008,221,41.41368519055411,-81.83947180505155
Gate_01_010,173,41.41317935504318,-81.83885782122344,Ramp_01_009,222,41.41332559021304,-81.83955433603995
Gate_01_011,174,41.41307327320692,-81.83881791740563,Ramp_01_010,223,41.41302840085305,-81.83962962694858
Gate_01_012,175,41.41272993064248,-81.83893376081122,Ramp_01_010,223,41.41302840085305,-81.83962962694858
Gate_01_013,176,41.41248346717854,-81.83880111904604,Ramp_01_011,224,41.41249377684996,-81.83981401954463
Gate_01_014,177,41.41200629933672,-81.8389919664121,Ramp_01_012,225,41.41227601916953,-81.83989782795571
Gate_01_015,178,41.41163365669427,-81.84003736259865,Ramp_01_012,225,41.41227601916953,-81.83989782795571
Gate_01_016,179,41.41171517428012,-81.84069798332307,Ramp_01_013,226,41.41230541253241,-81.84054929119344
Gate_01_017,180,41.41179616257767,-81.84136000784231,Ramp_01_014,227,41.41234178647325,-81.84123611769166
Gate_01_018,181,41.41184088038118,-81.84189243350912,Ramp_01_015,228,41.41234883108381,-81.84183360607764
Gate_01_019,182,41.41166278945307,-81.84211454787214,Ramp_01_016,229,41.41202469063931,-81.8428186469553
Ramp_01_012,225,41.41227601916953,-81.83989782795571,Ramp_01_011,224,41.41249377684996,-81.83981401954463
Ramp_01_011,224,41.41249377684996,-81.83981401954463,Ramp_01_010,223,41.41302840085305,-81.83962962694858
Ramp_01_010,223,41.41302840085305,-81.83962962694858,Ramp_01_009,222,41.41332559021304,-81.83955433603995
Ramp_01_008,221,41.41368519055411,-81.83947180505155,Ramp_01_009,222,41.41332559021304,-81.83955433603995
Ramp_01_008,221,41.41368519055411,-81.83947180505155,Ramp_01_007,220,41.41423079052149,-81.8393191893583
Ramp_01_012,225,41.41227601916953,-81.83989782795571,Ramp_01_013,226,41.41230541253241,-81.84054929119344
Ramp_01_013,226,41.41230541253241,-81.84054929119344,Ramp_01_014,227,41.41234178647325,-81.84123611769166
Ramp_01_014,227,41.41234178647325,-81.84123611769166,Ramp_01_015,228,41.41234883108381,-81.84183360607764
Ramp_01_015,228,41.41234883108381,-81.84183360607764,Ramp_01_016,229,41.41202469063931,-81.8428186469553
Txy_S_J,80,41.41238502408059,-81.84328592351748,Ramp_01_016,229,41.41202469063931,-81.8428186469553
Txy_S_J,80,41.41238502408059,-81.84328592351748,Txy_S_L,79,41.41273638181757,-81.84388063887437
Txy_S_013,78,41.41291897645254,-81.84425157891224,Txy_S_L,79,41.41273638181757,-81.84388063887437
Txy_S_013,78,41.41291897645254,-81.84425157891224,Rwy_02_007,14,41.41340058918989,-81.84509563092988
Rwy_02_007,14,41.41340058918989,-81.84509563092988,Txy_S_012,77,41.41360861017258,-81.84583103397539
Txy_S_012,77,41.41360861017258,-81.84583103397539,Txy_S_011,76,41.41369980081891,-81.84623160850357
Txy_S_011,76,41.41369980081891,-81.84623160850357,Rwy_04_005,34,41.41402784319161,-81.84660562934451
Txy_J_001,134,41.41189585489639,-81.84382468705213,Txy_R_J,72,41.41061467063813,-81.84379189478929
Txy_S_L,79,41.41273638181757,-81.84388063887437,Txy_L_009,125,41.41123982856831,-81.84625017440602
Txy_L_009,125,41.41123982856831,-81.84625017440602,Txy_R_L,70,41.41069611844314,-81.84711224048505
Txy_R_009,71,41.41066536503576,-81.8458992890526,Txy_R_L,70,41.41069611844314,-81.84711224048505
Txy_R_009,71,41.41066536503576,-81.8458992890526,Txy_R_J,72,41.41061467063813,-81.84379189478929
Txy_J_001,134,41.41189585489639,-81.84382468705213,Txy_S_J,80,41.41238502408059,-81.84328592351748
Txy_J_002,135,41.40982979261992,-81.84377535991985,Txy_R_J,72,41.41061467063813,-81.84379189478929
Txy_R_L,70,41.41069611844314,-81.84711224048505,Txy_R_008,69,41.41071748352111,-81.84773579927028
Txy_RJ_001,391,41.40996727925415,-81.84606157829876,Txy_R_L,70,41.41069611844314,-81.84711224048505
