n1.id,n1.index,n1.lat,n1.lon,n2.id,n2.index,n2.lat,n2.lon
Txy_L_005,41,41.07460265071928,-73.71426334774067,Txy_L_006,42,41.0752014874375,-73.71407724524332
Txy_L_005,41,41.07460265071928,-73.71426334774067,Txy_C_003,26,41.06996344042697,-73.71068324975889
Txy_C_003,26,41.06996344042697,-73.71068324975889,Txy_L_004,40,41.06754557155279,-73.70881291578024
Txy_L_004,40,41.06754557155279,-73.70881291578024,Txy_L_003,39,41.0664731597814,-73.70803180960557
Txy_L_003,39,41.0664731597814,-73.70803180960557,Rwy_02_006,14,41.06568715616789,-73.70746202687914
Rwy_02_006,14,41.06568715616789,-73.70746202687914,Txy_L_002,38,41.06492831943771,-73.70722638999956
Txy_L_002,38,41.06492831943771,-73.70722638999956,Txy_K_006,21,41.06425180747274,-73.70713726625686
Txy_K_006,21,41.06425180747274,-73.70713726625686,Txy_L_001,37,41.05995556592502,-73.70386688258638
Txy_L_001,37,41.05995556592502,-73.70386688258638,Txy_L_101,61,41.05970759838257,-73.70223997561992
Txy_L_101,61,41.05970759838257,-73.70223997561992,Rwy_01_001,2,41.06000743046156,-73.701409368989
Rwy_01_001,2,41.06000743046156,-73.701409368989,Txy_A_009,60,41.06042844770786,-73.70069660338699
Txy_A_009,60,41.06042844770786,-73.70069660338699,Txy_A_008,36,41.06128494027372,-73.70024902006128
Txy_A_008,36,41.06128494027372,-73.70024902006128,Txy_K_008,23,41.06336335548593,-73.70179058608947
Txy_K_008,23,41.06336335548593,-73.70179058608947,Rwy_01_002,3,41.06374484711983,-73.7042209575864
Rwy_01_001,2,41.06000743046156,-73.701409368989,Rwy_01_002,3,41.06374484711983,-73.7042209575864
Txy_K_008,23,41.06336335548593,-73.70179058608947,Txy_K_009,62,41.06378790463656,-73.70030036651889
Txy_K_009,62,41.06378790463656,-73.70030036651889,Rwy_02_001,10,41.06444042195695,-73.70010309557371
Rwy_02_001,10,41.06444042195695,-73.70010309557371,Txy_J_001,63,41.06491778471792,-73.6999533828269
Txy_J_001,63,41.06491778471792,-73.6999533828269,Txy_J_002,73,41.06605441951693,-73.70262089524307
