
  _real,_time |   _totl,_time |   missn,_time |   timer,_time |   _zulu,_time |   local,_time |   hobbs,_time |   _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   ___on,runwy |   __alt,__ind |   __lat,orign |   __lon,orign | 
    147.72125 |      73.72694 |      73.72694 |       0.00000 |      22.70048 |      14.70048 |       2.85087 |      38.12296 |      40.10754 |      43.02116 |      43.02052 |      43.87112 |      49.50787 |      49.50787 |      -0.47582 |       1.29695 |     129.28725 |     116.15769 |      38.99635 |    -119.75644 |    4716.35303 |       0.28796 |       0.00000 |    4716.54590 |      38.50000 |    -120.00000 | 
    147.81229 |      73.81797 |      73.81797 |       0.00000 |      22.70050 |      14.70051 |       2.85090 |      38.30443 |      40.23689 |      43.15988 |      43.15946 |      44.07996 |      49.66750 |      49.66750 |      -0.44616 |       1.31727 |     128.63939 |     115.50984 |      38.99634 |    -119.75642 |    4716.31787 |       0.17243 |       0.00000 |    4716.52979 |      38.50000 |    -120.00000 | 
    147.90604 |      73.91172 |      73.91172 |       0.00000 |      22.70053 |      14.70053 |       2.85092 |      38.48709 |      40.36226 |      43.29434 |      43.29432 |      44.29015 |      49.82224 |      49.82224 |      -0.41766 |       1.36406 |     127.98211 |     114.85257 |      38.99633 |    -119.75641 |    4716.29980 |       0.21666 |       0.00000 |    4716.51221 |      38.50000 |    -120.00000 | 
    148.00986 |      74.01555 |      74.01555 |       0.00000 |      22.70056 |      14.70056 |       2.85095 |      38.68454 |      40.50430 |      43.44670 |      43.44662 |      44.51737 |      49.99757 |      49.99757 |      -0.39488 |       1.41885 |     127.26345 |     114.13391 |      38.99632 |    -119.75639 |    4716.30371 |       0.20076 |       0.00000 |    4716.49219 |      38.50000 |    -120.00000 | 
    148.10484 |      74.11054 |      74.11054 |       0.00000 |      22.70059 |      14.70059 |       2.85098 |      38.85953 |      40.64318 |      43.59567 |      43.59549 |      44.71875 |      50.16901 |      50.16901 |      -0.38386 |       1.43740 |     126.60460 |     113.47507 |      38.99630 |    -119.75637 |    4716.32227 |       0.29649 |       0.00000 |    4716.47314 |      38.50000 |    -120.00000 | 
    148.20300 |      74.20869 |      74.20869 |       0.00000 |      22.70061 |      14.70061 |       2.85101 |      39.03592 |      40.79214 |      43.75548 |      43.75527 |      44.92173 |      50.35291 |      50.35291 |      -0.38083 |       1.44313 |     125.91013 |     112.78061 |      38.99629 |    -119.75635 |    4716.34521 |       0.25682 |       0.00000 |    4716.45557 |      38.50000 |    -120.00000 | 
    148.29720 |      74.30288 |      74.30288 |       0.00000 |      22.70064 |      14.70064 |       2.85103 |      39.20119 |      40.93980 |      43.91388 |      43.91377 |      45.11193 |      50.53519 |      50.53519 |      -0.38772 |       1.41641 |     125.22253 |     112.09302 |      38.99628 |    -119.75633 |    4716.36182 |       0.31872 |       0.00000 |    4716.43994 |      38.50000 |    -120.00000 | 
    148.39178 |      74.39748 |      74.39748 |       0.00000 |      22.70067 |      14.70067 |       2.85106 |      39.36417 |      41.08588 |      44.07058 |      44.07051 |      45.29948 |      50.71552 |      50.71552 |      -0.39926 |       1.38518 |     124.50776 |     111.37825 |      38.99627 |    -119.75631 |    4716.37646 |       0.30257 |       0.00000 |    4716.42627 |      38.50000 |    -120.00000 | 
    148.49681 |      74.50249 |      74.50249 |       0.00000 |      22.70070 |      14.70070 |       2.85109 |      39.54248 |      41.25456 |      44.25151 |      44.25151 |      45.50468 |      50.92374 |      50.92374 |      -0.40820 |       1.33225 |     123.68401 |     110.55450 |      38.99625 |    -119.75629 |    4716.37988 |       0.29189 |       0.00000 |    4716.41455 |      38.50000 |    -120.00000 | 
    148.59283 |      74.59852 |      74.59852 |       0.00000 |      22.70072 |      14.70072 |       2.85112 |      39.70272 |      41.40856 |      44.41670 |      44.41658 |      45.68908 |      51.11383 |      51.11383 |      -0.40558 |       1.28661 |     122.90459 |     109.77509 |      38.99624 |    -119.75627 |    4716.36963 |       0.28851 |       0.00000 |    4716.40674 |      38.50000 |    -120.00000 | 
    148.69212 |      74.69781 |      74.69781 |       0.00000 |      22.70075 |      14.70075 |       2.85114 |      39.86669 |      41.55709 |      44.57601 |      44.57589 |      45.87777 |      51.29716 |      51.29715 |      -0.39546 |       1.26866 |     122.07448 |     108.94499 |      38.99623 |    -119.75625 |    4716.35254 |       0.29554 |       0.00000 |    4716.40039 |      38.50000 |    -120.00000 | 
    148.78944 |      74.79514 |      74.79514 |       0.00000 |      22.70078 |      14.70078 |       2.85117 |      40.02532 |      41.70152 |      44.73092 |      44.73081 |      46.06032 |      51.47542 |      51.47542 |      -0.38124 |       1.28221 |     121.23992 |     108.11044 |      38.99622 |    -119.75623 |    4716.33594 |       0.24607 |       0.00000 |    4716.39404 |      38.50000 |    -120.00000 | 
    148.88972 |      74.89542 |      74.89542 |       0.00000 |      22.70080 |      14.70080 |       2.85120 |      40.18694 |      41.84288 |      44.88254 |      44.88252 |      46.24631 |      51.64991 |      51.64990 |      -0.36928 |       1.33300 |     120.36085 |     107.23138 |      38.99620 |    -119.75620 |    4716.32568 |       0.23920 |       0.00000 |    4716.38818 |      38.50000 |    -120.00000 | 
    148.99672 |      75.00242 |      75.00242 |       0.00000 |      22.70083 |      14.70083 |       2.85123 |      40.35729 |      41.99771 |      45.04861 |      45.04861 |      46.44234 |      51.84102 |      51.84102 |      -0.36048 |       1.40992 |     119.40383 |     106.27437 |      38.99619 |    -119.75618 |    4716.32275 |       0.22837 |       0.00000 |    4716.38184 |      38.50000 |    -120.00000 | 
    149.09419 |      75.09988 |      75.09988 |       0.00000 |      22.70086 |      14.70086 |       2.85125 |      40.50980 |      42.12852 |      45.18893 |      45.18884 |      46.61785 |      52.00249 |      52.00249 |      -0.35472 |       1.48206 |     118.51736 |     105.38790 |      38.99618 |    -119.75616 |    4716.32812 |       0.20665 |       0.00000 |    4716.37598 |      38.50000 |    -120.00000 | 
    149.18784 |      75.19353 |      75.19353 |       0.00000 |      22.70089 |      14.70089 |       2.85128 |      40.65409 |      42.26278 |      45.33295 |      45.33285 |      46.78389 |      52.16823 |      52.16823 |      -0.35328 |       1.53537 |     117.65488 |     104.52543 |      38.99617 |    -119.75614 |    4716.34424 |       0.24967 |       0.00000 |    4716.37109 |      38.50000 |    -120.00000 | 
    149.28845 |      75.29414 |      75.29414 |       0.00000 |      22.70091 |      14.70092 |       2.85131 |      40.80736 |      42.40981 |      45.49067 |      45.49061 |      46.96027 |      52.34973 |      52.34973 |      -0.35060 |       1.59503 |     116.71469 |     103.58525 |      38.99616 |    -119.75612 |    4716.35938 |       0.22935 |       0.00000 |    4716.36719 |      38.50000 |    -120.00000 | 
    149.39006 |      75.39574 |      75.39574 |       0.00000 |      22.70094 |      14.70094 |       2.85134 |      40.96012 |      42.55473 |      45.64613 |      45.64609 |      47.13607 |      52.52863 |      52.52863 |      -0.35171 |       1.64319 |     115.75237 |     102.62294 |      38.99615 |    -119.75610 |    4716.36963 |       0.28669 |       0.00000 |    4716.36426 |      38.50000 |    -120.00000 | 
    149.48474 |      75.49043 |      75.49043 |       0.00000 |      22.70097 |      14.70097 |       2.85136 |      41.10049 |      42.68940 |      45.79058 |      45.79055 |      47.29761 |      52.69486 |      52.69486 |      -0.35739 |       1.68664 |     114.84561 |     101.71619 |      38.99614 |    -119.75607 |    4716.37793 |       0.30053 |       0.00000 |    4716.36230 |      38.50000 |    -120.00000 | 
    149.57544 |      75.58112 |      75.58112 |       0.00000 |      22.70099 |      14.70099 |       2.85139 |      41.23341 |      42.81914 |      45.92976 |      45.92975 |      47.45057 |      52.85503 |      52.85503 |      -0.36196 |       1.69622 |     113.96985 |     100.84043 |      38.99613 |    -119.75605 |    4716.38428 |       0.29611 |       0.00000 |    4716.36133 |      38.50000 |    -120.00000 | 
    149.68095 |      75.69155 |      75.69155 |       0.00000 |      22.70103 |      14.70103 |       2.85142 |      41.39466 |      42.97449 |      46.09639 |      46.09640 |      47.63613 |      53.04679 |      53.04679 |      -0.36903 |       1.69132 |     112.89367 |      99.76427 |      38.99612 |    -119.75602 |    4716.38672 |       0.24548 |       0.00000 |    4716.36133 |      38.50000 |    -120.00000 | 
    149.77467 |      75.78526 |      75.78526 |       0.00000 |      22.70105 |      14.70105 |       2.85145 |      41.52936 |      43.10706 |      46.23859 |      46.23859 |      47.79114 |      53.21042 |      53.21042 |      -0.37766 |       1.69991 |     111.97247 |      98.84306 |      38.99611 |    -119.75600 |    4716.38379 |       0.25026 |       0.00000 |    4716.36133 |      38.50000 |    -120.00000 | 
    149.86575 |      75.87634 |      75.87634 |       0.00000 |      22.70108 |      14.70108 |       2.85147 |      41.65914 |      43.22465 |      46.36472 |      46.36470 |      47.94048 |      53.35557 |      53.35557 |      -0.38277 |       1.72856 |     111.07251 |      97.94312 |      38.99610 |    -119.75597 |    4716.38477 |       0.28254 |       0.00000 |    4716.36230 |      38.50000 |    -120.00000 | 
    149.95522 |      75.96581 |      75.96581 |       0.00000 |      22.70110 |      14.70110 |       2.85150 |      41.78542 |      43.34454 |      46.49333 |      46.49327 |      48.08581 |      53.50357 |      53.50357 |      -0.38890 |       1.76569 |     110.18553 |      97.05614 |      38.99609 |    -119.75596 |    4716.39502 |       0.29923 |       0.00000 |    4716.36328 |      38.50000 |    -120.00000 | 
    150.04417 |      76.05476 |      76.05476 |       0.00000 |      22.70113 |      14.70113 |       2.85152 |      41.90992 |      43.46529 |      46.62286 |      46.62278 |      48.22907 |      53.65264 |      53.65263 |      -0.39285 |       1.80430 |     109.30021 |      96.17083 |      38.99608 |    -119.75594 |    4716.40674 |       0.27736 |       0.00000 |    4716.36523 |      38.50000 |    -120.00000 | 
    150.13966 |      76.15026 |      76.15026 |       0.00000 |      22.70115 |      14.70115 |       2.85155 |      42.04270 |      43.59912 |      46.76643 |      46.76637 |      48.38187 |      53.81785 |      53.81785 |      -0.39388 |       1.83936 |     108.34705 |      95.21768 |      38.99607 |    -119.75591 |    4716.42139 |       0.30141 |       0.00000 |    4716.36816 |      38.50000 |    -120.00000 | 
    150.23184 |      76.24244 |      76.24244 |       0.00000 |      22.70118 |      14.70118 |       2.85157 |      42.16980 |      43.72773 |      46.90438 |      46.90434 |      48.52814 |      53.97660 |      53.97660 |      -0.39360 |       1.86132 |     107.42419 |      94.29483 |      38.99606 |    -119.75588 |    4716.43164 |       0.33696 |       0.00000 |    4716.37207 |      38.50000 |    -120.00000 | 
    150.33076 |      76.34135 |      76.34135 |       0.00000 |      22.70121 |      14.70121 |       2.85160 |      42.30571 |      43.86610 |      47.05282 |      47.05278 |      48.68455 |      54.14742 |      54.14742 |      -0.38999 |       1.87133 |     106.43266 |      93.30330 |      38.99606 |    -119.75586 |    4716.44336 |       0.36324 |       0.00000 |    4716.37793 |      38.50000 |    -120.00000 | 
    150.42493 |      76.43552 |      76.43552 |       0.00000 |      22.70123 |      14.70123 |       2.85163 |      42.43430 |      44.00659 |      47.20351 |      47.20351 |      48.83252 |      54.32083 |      54.32084 |      -0.38008 |       1.87370 |     105.48681 |      92.35746 |      38.99605 |    -119.75584 |    4716.44775 |       0.30646 |       0.00000 |    4716.38330 |      38.50000 |    -120.00000 | 
    150.53038 |      76.54097 |      76.54097 |       0.00000 |      22.70126 |      14.70126 |       2.85166 |      42.57848 |      44.16118 |      47.36933 |      47.36930 |      48.99844 |      54.51166 |      54.51166 |      -0.35532 |       1.87617 |     104.42513 |      91.29578 |      38.99604 |    -119.75581 |    4716.44092 |       0.30824 |       0.00000 |    4716.38965 |      38.50000 |    -120.00000 | 
    150.63214 |      76.64274 |      76.64274 |       0.00000 |      22.70129 |      14.70129 |       2.85168 |      42.71740 |      44.30640 |      47.52510 |      47.52507 |      49.15831 |      54.69091 |      54.69091 |      -0.32772 |       1.90397 |     103.40043 |      90.27110 |      38.99603 |    -119.75578 |    4716.43164 |       0.21799 |       0.00000 |    4716.39551 |      38.50000 |    -120.00000 | 
    150.73947 |      76.75007 |      76.75007 |       0.00000 |      22.70132 |      14.70132 |       2.85171 |      42.86423 |      44.45088 |      47.68007 |      47.68006 |      49.32727 |      54.86925 |      54.86925 |      -0.30494 |       1.91266 |     102.32426 |      89.19493 |      38.99603 |    -119.75575 |    4716.43018 |       0.27132 |       0.00000 |    4716.40137 |      38.50000 |    -120.00000 | 
    150.83752 |      76.84812 |      76.84812 |       0.00000 |      22.70135 |      14.70135 |       2.85174 |      42.99788 |      44.59062 |      47.82996 |      47.82990 |      49.48107 |      55.04174 |      55.04174 |      -0.28625 |       1.90634 |     101.34645 |      88.21714 |      38.99602 |    -119.75572 |    4716.44189 |       0.23420 |       0.00000 |    4716.40430 |      38.50000 |    -120.00000 | 
    150.94348 |      76.95407 |      76.95407 |       0.00000 |      22.70138 |      14.70138 |       2.85177 |      43.14277 |      44.73803 |      47.98811 |      47.98773 |      49.64782 |      55.22374 |      55.22374 |      -0.27622 |       1.91681 |     100.29591 |      87.16661 |      38.99601 |    -119.75570 |    4716.46729 |       0.28104 |       0.00000 |    4716.40820 |      38.50000 |    -120.00000 | 
    151.04480 |      77.05540 |      77.05540 |       0.00000 |      22.70140 |      14.70140 |       2.85180 |      43.28136 |      44.89214 |      48.15344 |      48.15292 |      49.80731 |      55.41399 |      55.41399 |      -0.27746 |       1.90704 |      99.29881 |      86.16951 |      38.99601 |    -119.75567 |    4716.50293 |       0.28026 |       0.00000 |    4716.41357 |      38.50000 |    -120.00000 | 
    151.14278 |      77.15337 |      77.15337 |       0.00000 |      22.70143 |      14.70143 |       2.85183 |      43.41588 |      45.05443 |      48.32755 |      48.32719 |      49.96210 |      55.61435 |      55.61435 |      -0.29154 |       1.89858 |      98.34064 |      85.21136 |      38.99600 |    -119.75564 |    4716.53857 |       0.25681 |       0.00000 |    4716.41943 |      38.50000 |    -120.00000 | 
    151.23079 |      77.24138 |      77.24138 |       0.00000 |      22.70146 |      14.70146 |       2.85185 |      43.53743 |      45.21263 |      48.49725 |      48.49717 |      50.10198 |      55.80964 |      55.80964 |      -0.30335 |       1.89140 |      97.48225 |      84.35297 |      38.99599 |    -119.75562 |    4716.55518 |       0.29414 |       0.00000 |    4716.42627 |      38.50000 |    -120.00000 | 
    151.32249 |      77.33308 |      77.33308 |       0.00000 |      22.70148 |      14.70148 |       2.85188 |      43.66592 |      45.37626 |      48.67277 |      48.67277 |      50.24984 |      56.01163 |      56.01164 |      -0.30956 |       1.88865 |      96.59203 |      83.46275 |      38.99599 |    -119.75559 |    4716.56152 |       0.30516 |       0.00000 |    4716.43506 |      38.50000 |    -120.00000 | 
    151.41812 |      77.42871 |      77.42871 |       0.00000 |      22.70151 |      14.70151 |       2.85190 |      43.80233 |      45.54864 |      48.85767 |      48.85766 |      50.40682 |      56.22440 |      56.22440 |      -0.30609 |       1.90160 |      95.66943 |      82.54016 |      38.99599 |    -119.75556 |    4716.56055 |       0.29509 |       0.00000 |    4716.44482 |      38.50000 |    -120.00000 | 
    151.50990 |      77.52049 |      77.52049 |       0.00000 |      22.70153 |      14.70153 |       2.85193 |      43.93549 |      45.70883 |      49.02951 |      49.02949 |      50.56005 |      56.42215 |      56.42215 |      -0.30297 |       1.92568 |      94.79330 |      81.66404 |      38.99598 |    -119.75554 |    4716.56396 |       0.25776 |       0.00000 |    4716.45605 |      38.50000 |    -120.00000 | 
    151.60236 |      77.61295 |      77.61295 |       0.00000 |      22.70156 |      14.70156 |       2.85195 |      44.07221 |      45.88408 |      49.21748 |      49.21746 |      50.71739 |      56.63847 |      56.63847 |      -0.29620 |       1.95895 |      93.92040 |      80.79115 |      38.99598 |    -119.75551 |    4716.56885 |       0.27542 |       0.00000 |    4716.46729 |      38.50000 |    -120.00000 | 
    151.70143 |      77.71203 |      77.71203 |       0.00000 |      22.70159 |      14.70159 |       2.85198 |      44.22222 |      46.07898 |      49.42655 |      49.42652 |      50.89002 |      56.87906 |      56.87906 |      -0.28696 |       1.98783 |      92.99833 |      79.86908 |      38.99598 |    -119.75549 |    4716.57812 |       0.27448 |       0.00000 |    4716.47803 |      38.50000 |    -120.00000 | 
    151.79494 |      77.80553 |      77.80553 |       0.00000 |      22.70161 |      14.70161 |       2.85201 |      44.36686 |      46.26881 |      49.63018 |      49.63009 |      51.05647 |      57.11339 |      57.11338 |      -0.28135 |       1.99708 |      92.14281 |      79.01357 |      38.99597 |    -119.75546 |    4716.59033 |       0.26730 |       0.00000 |    4716.48828 |      38.50000 |    -120.00000 | 
    151.88942 |      77.90001 |      77.90001 |       0.00000 |      22.70164 |      14.70164 |       2.85203 |      44.51686 |      46.47144 |      49.84754 |      49.84739 |      51.22909 |      57.36353 |      57.36353 |      -0.27312 |       2.00274 |      91.29420 |      78.16496 |      38.99597 |    -119.75542 |    4716.60889 |       0.24107 |       0.00000 |    4716.49707 |      38.50000 |    -120.00000 | 
    151.98494 |      77.99554 |      77.99554 |       0.00000 |      22.70167 |      14.70167 |       2.85206 |      44.67295 |      46.69209 |      50.08424 |      50.08406 |      51.40872 |      57.63592 |      57.63592 |      -0.26116 |       2.00616 |      90.45326 |      77.32404 |      38.99596 |    -119.75540 |    4716.62988 |       0.26572 |       0.00000 |    4716.50781 |      38.50000 |    -120.00000 | 
    152.07901 |      78.08960 |      78.08960 |       0.00000 |      22.70169 |      14.70169 |       2.85209 |      44.83157 |      46.92650 |      50.33570 |      50.33558 |      51.59125 |      57.92529 |      57.92529 |      -0.24499 |       2.00695 |      89.64355 |      76.51434 |      38.99596 |    -119.75537 |    4716.64990 |       0.28030 |       0.00000 |    4716.51807 |      38.50000 |    -120.00000 | 
    152.17523 |      78.18581 |      78.18581 |       0.00000 |      22.70172 |      14.70172 |       2.85211 |      44.99995 |      47.17561 |      50.60292 |      50.60280 |      51.78502 |      58.23280 |      58.23281 |      -0.22824 |       1.98270 |      88.83699 |      75.70778 |      38.99596 |    -119.75534 |    4716.66797 |       0.35371 |       0.00000 |    4716.53027 |      38.50000 |    -120.00000 | 
    152.26947 |      78.28006 |      78.28006 |       0.00000 |      22.70174 |      14.70174 |       2.85214 |      45.17128 |      47.43129 |      50.87719 |      50.87704 |      51.98219 |      58.54842 |      58.54842 |      -0.21647 |       1.94638 |      88.07021 |      74.94101 |      38.99596 |    -119.75532 |    4716.68652 |       0.33604 |       0.00000 |    4716.54248 |      38.50000 |    -120.00000 | 
    152.36511 |      78.37571 |      78.37571 |       0.00000 |      22.70177 |      14.70177 |       2.85216 |      45.35258 |      47.70815 |      51.17417 |      51.17408 |      52.19082 |      58.89018 |      58.89018 |      -0.20957 |       1.89790 |      87.31678 |      74.18758 |      38.99596 |    -119.75529 |    4716.70166 |       0.28763 |       0.00000 |    4716.55469 |      38.50000 |    -120.00000 | 
    152.45784 |      78.46843 |      78.46843 |       0.00000 |      22.70180 |      14.70180 |       2.85219 |      45.53599 |      47.98729 |      51.47360 |      51.47355 |      52.40189 |      59.23476 |      59.23476 |      -0.20186 |       1.84183 |      86.61093 |      73.48174 |      38.99596 |    -119.75526 |    4716.71338 |       0.24699 |       0.00000 |    4716.56641 |      38.50000 |    -120.00000 | 
    152.54750 |      78.55809 |      78.55809 |       0.00000 |      22.70182 |      14.70182 |       2.85222 |      45.72100 |      48.25965 |      51.76577 |      51.76567 |      52.61478 |      59.57098 |      59.57098 |      -0.19591 |       1.80462 |      85.95268 |      72.82350 |      38.99596 |    -119.75523 |    4716.72559 |       0.24076 |       0.00000 |    4716.57861 |      38.50000 |    -120.00000 | 
    152.64458 |      78.65517 |      78.65517 |       0.00000 |      22.70185 |      14.70185 |       2.85224 |      45.93089 |      48.55947 |      52.08739 |      52.08707 |      52.85632 |      59.94110 |      59.94109 |      -0.19256 |       1.78182 |      85.26965 |      72.14047 |      38.99596 |    -119.75520 |    4716.74951 |       0.29374 |       0.00000 |    4716.59326 |      38.50000 |    -120.00000 | 
    152.74266 |      78.75325 |      78.75325 |       0.00000 |      22.70188 |      14.70188 |       2.85227 |      46.15279 |      48.89132 |      52.44336 |      52.44323 |      53.11168 |      60.35075 |      60.35075 |      -0.18644 |       1.75588 |      84.61002 |      71.48086 |      38.99596 |    -119.75517 |    4716.77393 |       0.29643 |       0.00000 |    4716.60742 |      38.50000 |    -120.00000 | 
    152.83691 |      78.84750 |      78.84750 |       0.00000 |      22.70190 |      14.70190 |       2.85230 |      46.37543 |      49.20945 |      52.78461 |      52.78443 |      53.36789 |      60.74345 |      60.74344 |      -0.18020 |       1.72729 |      84.00555 |      70.87640 |      38.99596 |    -119.75514 |    4716.79395 |       0.32576 |       0.00000 |    4716.62158 |      38.50000 |    -120.00000 | 
    152.93658 |      78.94717 |      78.94717 |       0.00000 |      22.70193 |      14.70193 |       2.85232 |      46.62197 |      49.55947 |      53.16009 |      53.15993 |      53.65160 |      61.17554 |      61.17554 |      -0.17663 |       1.69036 |      83.39945 |      70.27030 |      38.99596 |    -119.75511 |    4716.81641 |       0.26961 |       0.00000 |    4716.63721 |      38.50000 |    -120.00000 | 
    153.04129 |      79.05188 |      79.05188 |       0.00000 |      22.70196 |      14.70196 |       2.85235 |      46.89313 |      49.93354 |      53.56136 |      53.56114 |      53.96365 |      61.63731 |      61.63731 |      -0.17748 |       1.65120 |      82.79942 |      69.67027 |      38.99596 |    -119.75507 |    4716.84033 |       0.29270 |       0.00000 |    4716.65479 |      38.50000 |    -120.00000 | 
    153.13609 |      79.14668 |      79.14668 |       0.00000 |      22.70198 |      14.70199 |       2.85238 |      47.14826 |      50.28438 |      53.93771 |      53.93750 |      54.25725 |      62.07040 |      62.07041 |      -0.18392 |       1.60652 |      82.28864 |      69.15951 |      38.99596 |    -119.75504 |    4716.86621 |       0.30540 |       0.00000 |    4716.67139 |      38.50000 |    -120.00000 | 
    153.23448 |      79.24507 |      79.24507 |       0.00000 |      22.70201 |      14.70201 |       2.85241 |      47.42406 |      50.66090 |      54.34160 |      54.34148 |      54.57463 |      62.53520 |      62.53519 |      -0.19613 |       1.55065 |      81.79060 |      68.66147 |      38.99596 |    -119.75501 |    4716.88721 |       0.34065 |       0.00000 |    4716.69043 |      38.50000 |    -120.00000 | 
    153.33160 |      79.34219 |      79.34219 |       0.00000 |      22.70204 |      14.70204 |       2.85243 |      47.70687 |      51.04099 |      54.74931 |      54.74928 |      54.90009 |      63.00439 |      63.00439 |      -0.21558 |       1.47579 |      81.33070 |      68.20158 |      38.99596 |    -119.75498 |    4716.90088 |       0.27542 |       0.00000 |    4716.70898 |      38.50000 |    -120.00000 | 
    153.42282 |      79.43341 |      79.43341 |       0.00000 |      22.70206 |      14.70206 |       2.85246 |      47.98153 |      51.39965 |      55.13404 |      55.13400 |      55.21616 |      63.44712 |      63.44712 |      -0.23727 |       1.40845 |      80.92629 |      67.79718 |      38.99596 |    -119.75495 |    4716.90967 |       0.28524 |       0.00000 |    4716.72656 |      38.50000 |    -120.00000 | 
    153.52023 |      79.53082 |      79.53082 |       0.00000 |      22.70209 |      14.70209 |       2.85249 |      48.28568 |      51.79360 |      55.55662 |      55.55660 |      55.56617 |      63.93342 |      63.93341 |      -0.26413 |       1.33235 |      80.52393 |      67.39482 |      38.99597 |    -119.75492 |    4716.91895 |       0.21520 |       0.00000 |    4716.74561 |      38.50000 |    -120.00000 | 
    153.61183 |      79.62242 |      79.62242 |       0.00000 |      22.70212 |      14.70212 |       2.85251 |      48.58041 |      52.16424 |      55.95419 |      55.95415 |      55.90534 |      64.39094 |      64.39094 |      -0.28093 |       1.24375 |      80.17146 |      67.04236 |      38.99597 |    -119.75489 |    4716.92627 |       0.23922 |       0.00000 |    4716.76270 |      38.50000 |    -120.00000 | 
    153.73183 |      79.74242 |      79.74242 |       0.00000 |      22.70215 |      14.70215 |       2.85254 |      48.97963 |      52.66517 |      56.49153 |      56.49150 |      56.36476 |      65.00929 |      65.00929 |      -0.29799 |       1.08157 |      79.74818 |      66.61909 |      38.99597 |    -119.75485 |    4716.93994 |       0.29694 |       0.00000 |    4716.78369 |      38.50000 |    -120.00000 | 
    153.82748 |      79.83807 |      79.83807 |       0.00000 |      22.70218 |      14.70218 |       2.85257 |      49.30897 |      53.07401 |      56.93007 |      56.93006 |      56.74375 |      65.51395 |      65.51395 |      -0.31043 |       0.94999 |      79.43976 |      66.31068 |      38.99598 |    -119.75481 |    4716.94580 |       0.34618 |       0.00000 |    4716.80029 |      38.50000 |    -120.00000 | 
    153.91432 |      79.92491 |      79.92491 |       0.00000 |      22.70220 |      14.70220 |       2.85260 |      49.61485 |      53.45133 |      57.33481 |      57.33481 |      57.09576 |      65.97973 |      65.97973 |      -0.31553 |       0.84349 |      79.17970 |      66.05062 |      38.99598 |    -119.75479 |    4716.94531 |       0.33890 |       0.00000 |    4716.81494 |      38.50000 |    -120.00000 | 
    154.00325 |      80.01384 |      80.01384 |       0.00000 |      22.70223 |      14.70223 |       2.85262 |      49.93604 |      53.84542 |      57.75753 |      57.75743 |      57.46537 |      66.46619 |      66.46618 |      -0.31098 |       0.76567 |      78.93121 |      65.80214 |      38.99598 |    -119.75476 |    4716.93408 |       0.27392 |       0.00000 |    4716.82861 |      38.50000 |    -120.00000 | 
    154.09508 |      80.10567 |      80.10567 |       0.00000 |      22.70225 |      14.70225 |       2.85265 |      50.27599 |      54.24329 |      58.18430 |      58.18426 |      57.85658 |      66.95730 |      66.95730 |      -0.30177 |       0.70296 |      78.69421 |      65.56515 |      38.99599 |    -119.75473 |    4716.92090 |       0.26884 |       0.00000 |    4716.84082 |      38.50000 |    -120.00000 | 
    154.18431 |      80.19491 |      80.19491 |       0.00000 |      22.70228 |      14.70228 |       2.85267 |      50.61314 |      54.63623 |      58.60578 |      58.60575 |      58.24456 |      67.44233 |      67.44233 |      -0.29191 |       0.65751 |      78.48256 |      65.35350 |      38.99599 |    -119.75470 |    4716.91211 |       0.27910 |       0.00000 |    4716.85254 |      38.50000 |    -120.00000 | 
    154.28377 |      80.29435 |      80.29435 |       0.00000 |      22.70230 |      14.70230 |       2.85270 |      50.99779 |      55.07399 |      59.07533 |      59.07533 |      58.68721 |      67.98268 |      67.98268 |      -0.27544 |       0.62141 |      78.26697 |      65.13792 |      38.99599 |    -119.75466 |    4716.90576 |       0.22451 |       0.00000 |    4716.86328 |      38.50000 |    -120.00000 | 
    154.37808 |      80.38867 |      80.38867 |       0.00000 |      22.70233 |      14.70233 |       2.85272 |      51.36885 |      55.49458 |      59.52648 |      59.52648 |      59.11422 |      68.50185 |      68.50185 |      -0.26114 |       0.63222 |      78.08085 |      64.95181 |      38.99600 |    -119.75463 |    4716.90576 |       0.28002 |       0.00000 |    4716.87061 |      38.50000 |    -120.00000 | 
    154.47743 |      80.48801 |      80.48801 |       0.00000 |      22.70236 |      14.70236 |       2.85275 |      51.76706 |      55.93899 |      60.00319 |      60.00317 |      59.57247 |      69.05043 |      69.05044 |      -0.24779 |       0.67332 |      77.90358 |      64.77454 |      38.99600 |    -119.75459 |    4716.91211 |       0.30878 |       0.00000 |    4716.87695 |      38.50000 |    -120.00000 | 
    154.56914 |      80.57973 |      80.57973 |       0.00000 |      22.70238 |      14.70238 |       2.85278 |      52.13934 |      56.34759 |      60.44148 |      60.44137 |      60.00088 |      69.55482 |      69.55482 |      -0.23634 |       0.69646 |      77.75684 |      64.62782 |      38.99601 |    -119.75456 |    4716.92480 |       0.34233 |       0.00000 |    4716.88184 |      38.50000 |    -120.00000 | 
